Index,Filepath,Filename,Label
1,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_226.jpg,diflush
2,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_227.jpg,diflush
3,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_228.jpg,diflush
4,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_229.jpg,diflush
5,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_230.jpg,diflush
6,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_231.jpg,diflush
7,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_232.jpg,diflush
8,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_233.jpg,diflush
9,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_234.jpg,diflush
10,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_235.jpg,diflush
11,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_236.jpg,diflush
12,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_237.jpg,diflush
13,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_238.jpg,diflush
14,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_239.jpg,diflush
15,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_240.jpg,diflush
16,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_241.jpg,diflush
17,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_242.jpg,diflush
18,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_243.jpg,diflush
19,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_244.jpg,diflush
20,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_245.jpg,diflush
21,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_246.jpg,diflush
22,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_247.jpg,diflush
23,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_248.jpg,diflush
24,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_249.jpg,diflush
25,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_250.jpg,diflush
26,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_251.jpg,diflush
27,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_252.jpg,diflush
28,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_253.jpg,diflush
29,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_254.jpg,diflush
30,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_255.jpg,diflush
31,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_256.jpg,diflush
32,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_257.jpg,diflush
33,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_258.jpg,diflush
34,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_259.jpg,diflush
35,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_260.jpg,diflush
36,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_261.jpg,diflush
37,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_262.jpg,diflush
38,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_263.jpg,diflush
39,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_264.jpg,diflush
40,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_265.jpg,diflush
41,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_266.jpg,diflush
42,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_267.jpg,diflush
43,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_268.jpg,diflush
44,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_269.jpg,diflush
45,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_270.jpg,diflush
46,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_271.jpg,diflush
47,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_272.jpg,diflush
48,C:/Users/Eichleitner/Documents/Coding/7classcategorized/,diflush_Screenshot_273.jpg,diflush
